complex_id,go_id,go_name,k,n,K,N,pvalue,fdr
91,GO:0005794,Golgi apparatus,6,7,75,1307,1.96577969e-7,1.27775680e-6
91,GO:0006605,protein targeting,5,7,130,1307,1.61333856e-4,6.99113375e-4
91,GO:0012505,endomembrane system,6,7,268,1307,4.11601486e-4,1.33770483e-3
91,GO:0003674,molecular_function,4,7,202,1307,1.32269052e-2,3.43899536e-2
91,GO:0005737,cytoplasm,7,7,867,1307,5.60594056e-2,1.21462045e-1
91,GO:0030674,"protein binding, bridging",1,7,24,1307,1.21935311e-1,2.26451292e-1
91,GO:0008565,protein transporter activity,1,7,32,1307,1.59637901e-1,2.48925095e-1
91,GO:0061025,membrane fusion,1,7,35,1307,1.73414058e-1,2.48925095e-1
91,GO:0048284,organelle fusion,1,7,39,1307,1.91480842e-1,2.48925095e-1
91,GO:0016050,vesicle organization,1,7,48,1307,2.30897793e-1,2.72879210e-1
91,GO:0016020,membrane,3,7,394,1307,3.56063967e-1,3.85735965e-1
91,GO:0031410,cytoplasmic vesicle,1,7,96,1307,4.14502818e-1,4.14502818e-1
92,GO:0042274,ribosomal small subunit biogenesis,12,12,46,1307,7.89029701e-19,8.67932671e-18
92,GO:0006364,rRNA processing,12,12,90,1307,5.55409633e-15,3.05475298e-14
92,GO:0005730,nucleolus,11,12,109,1307,9.38497954e-12,3.44115917e-11
92,GO:0003674,molecular_function,9,12,202,1307,6.17427062e-6,1.69792442e-5
92,GO:0005634,nucleus,12,12,719,1307,7.36809123e-4,1.62098007e-3
92,GO:0003723,RNA binding,3,12,165,1307,1.85131298e-1,3.39407379e-1
92,GO:0006360,transcription from RNA polymerase I promoter,1,12,45,1307,3.44430848e-1,5.41248476e-1
92,GO:0015931,nucleobase-containing compound transport,1,12,57,1307,4.15738830e-1,5.71640891e-1
92,GO:0003729,mRNA binding,1,12,70,1307,4.84912772e-1,5.92671166e-1
92,GO:0051169,nuclear transport,1,12,85,1307,5.55355793e-1,6.10891372e-1
92,GO:0005737,cytoplasm,1,12,867,1307,9.99998084e-1,9.99998084e-1
93,GO:0006360,transcription from RNA polymerase I promoter,6,8,45,1307,3.16308932e-8,1.26523573e-6
93,GO:0018193,peptidyl-amino acid modification,6,8,62,1307,2.33277633e-7,4.66555266e-6
93,GO:0006383,transcription from RNA polymerase III promoter,4,8,29,1307,1.29126047e-5,1.72168063e-4
93,GO:0006974,cellular response to DNA damage stimulus,6,8,132,1307,2.25248611e-5,2.25248611e-4
93,GO:0006468,protein phosphorylation,5,8,79,1307,3.45984358e-5,2.76787486e-4
93,GO:0005730,nucleolus,5,8,109,1307,1.68752124e-4,1.12501416e-3
93,GO:0006354,"DNA-templated transcription, elongation",3,8,46,1307,2.02079945e-3,1.15474254e-2
93,GO:0006352,"DNA-templated transcription, initiation",3,8,51,1307,2.73189365e-3,1.36594682e-2
93,GO:0006260,DNA replication,3,8,71,1307,7.06821563e-3,2.60379571e-2
93,GO:0006325,chromatin organization,4,8,145,1307,7.12662052e-3,2.60379571e-2
93,GO:0006353,"DNA-templated transcription, termination",2,8,23,1307,7.78108355e-3,2.60379571e-2
93,GO:0005634,nucleus,8,8,719,1307,8.24093281e-3,2.60379571e-2
93,GO:0042393,histone binding,2,8,24,1307,8.46233607e-3,2.60379571e-2
93,GO:0006366,transcription from RNA polymerase II promoter,4,8,205,1307,2.45122439e-2,7.00349827e-2
93,GO:0070271,protein complex biogenesis,3,8,120,1307,2.99945047e-2,7.70241254e-2
93,GO:0031399,regulation of protein modification process,2,8,49,1307,3.33775725e-2,7.70241254e-2
93,GO:0051052,regulation of DNA metabolic process,2,8,50,1307,3.46608564e-2,7.70241254e-2
93,GO:0016301,kinase activity,2,8,50,1307,3.46608564e-2,7.70241254e-2
93,GO:0003682,chromatin binding,2,8,57,1307,4.41896548e-2,8.96781050e-2
93,GO:0003677,DNA binding,3,8,141,1307,4.58265001e-2,8.96781050e-2
93,GO:0016570,histone modification,2,8,59,1307,4.70810051e-2,8.96781050e-2
93,GO:0070647,protein modification by small protein conjugation or removal,2,8,71,1307,6.58799422e-2,1.19781713e-1
93,GO:0005694,chromosome,3,8,167,1307,7.05466043e-2,1.22689747e-1
93,GO:0030234,enzyme regulator activity,2,8,76,1307,7.43920233e-2,1.23986706e-1
93,GO:0008213,protein alkylation,1,8,15,1307,8.84364032e-2,1.41498245e-1
93,GO:0043144,snoRNA processing,1,8,24,1307,1.38145736e-1,2.05028186e-1
93,GO:0006281,DNA repair,2,8,110,1307,1.40762047e-1,2.05028186e-1
93,GO:0006970,response to osmotic stress,1,8,25,1307,1.43519730e-1,2.05028186e-1
93,GO:0043543,protein acylation,1,8,34,1307,1.90581612e-1,2.62871189e-1
93,GO:0019899,enzyme binding,1,8,38,1307,2.10760914e-1,2.81014553e-1
93,GO:0001071,nucleic acid binding transcription factor activity,1,8,52,1307,2.77965263e-1,3.58664855e-1
93,GO:0000988,"transcription factor activity, protein binding",1,8,64,1307,3.31527730e-1,4.14409663e-1
93,GO:0043167,ion binding,1,8,74,1307,3.73473687e-1,4.52695379e-1
93,GO:0016740,transferase activity,2,8,215,1307,3.88720290e-1,4.57317988e-1
93,GO:0006397,mRNA processing,1,8,100,1307,4.71944532e-1,5.28271651e-1
93,GO:0016887,ATPase activity,1,8,101,1307,4.75444486e-1,5.28271651e-1
93,GO:0000278,mitotic cell cycle,1,8,135,1307,5.82996080e-1,6.30266032e-1
93,GO:0016787,hydrolase activity,1,8,194,1307,7.24495861e-1,7.57023868e-1
93,GO:0005739,mitochondrion,1,8,201,1307,7.38098271e-1,7.57023868e-1
93,GO:0005737,cytoplasm,1,8,867,1307,9.99841896e-1,9.99841896e-1
94,GO:0002181,cytoplasmic translation,4,4,17,1307,1.96644286e-8,2.75302000e-7
94,GO:0003735,structural constituent of ribosome,4,4,57,1307,3.26371678e-6,2.28460175e-5
94,GO:0005840,ribosome,4,4,82,1307,1.44513720e-5,6.74397362e-5
94,GO:0005198,structural molecule activity,4,4,131,1307,9.68071557e-5,3.38825045e-4
94,GO:0042255,ribosome assembly,2,4,17,1307,9.41501940e-4,2.63620543e-3
94,GO:0042273,ribosomal large subunit biogenesis,2,4,42,1307,5.80833028e-3,1.35527706e-2
94,GO:0031399,regulation of protein modification process,2,4,49,1307,7.87566311e-3,1.57513262e-2
94,GO:0070925,organelle assembly,2,4,55,1307,9.88285751e-3,1.72950006e-2
94,GO:0030234,enzyme regulator activity,2,4,76,1307,1.85527896e-2,2.60705007e-2
94,GO:0006468,protein phosphorylation,2,4,79,1307,1.99930157e-2,2.60705007e-2
94,GO:0005773,vacuole,2,4,80,1307,2.04839648e-2,2.60705007e-2
94,GO:0019843,rRNA binding,1,4,13,1307,3.92404954e-2,4.57805780e-2
94,GO:0005737,cytoplasm,4,4,867,1307,1.93179026e-1,2.08038951e-1
94,GO:0003723,RNA binding,1,4,165,1307,4.17530142e-1,4.17530142e-1
95,GO:0008168,methyltransferase activity,8,8,12,1307,2.39465419e-18,5.50770463e-17
95,GO:0008213,protein alkylation,8,8,15,1307,3.11305045e-17,3.58000801e-16
95,GO:0016570,histone modification,8,8,59,1307,1.07274286e-11,8.22436195e-11
95,GO:0018193,peptidyl-amino acid modification,8,8,62,1307,1.63566905e-11,9.40509703e-11
95,GO:0006325,chromatin organization,8,8,145,1307,1.92625152e-8,8.86075700e-8
95,GO:0016740,transferase activity,8,8,215,1307,4.80171249e-7,1.78680191e-6
95,GO:0032200,telomere organization,5,8,35,1307,5.43809277e-7,1.78680191e-6
95,GO:0005634,nucleus,8,8,719,1307,8.24093281e-3,2.36926818e-2
95,GO:0051321,meiotic cell cycle,3,8,90,1307,1.37303300e-2,3.50886210e-2
95,GO:0033043,regulation of organelle organization,3,8,108,1307,2.26076659e-2,5.08978061e-2
95,GO:0051726,regulation of cell cycle,3,8,111,1307,2.43424290e-2,5.08978061e-2
95,GO:0048285,organelle fission,3,8,124,1307,3.27238400e-2,6.27206934e-2
95,GO:0006353,"DNA-templated transcription, termination",1,8,23,1307,1.32742261e-1,2.11823462e-1
95,GO:0042393,histone binding,1,8,24,1307,1.38145736e-1,2.11823462e-1
95,GO:0043144,snoRNA processing,1,8,24,1307,1.38145736e-1,2.11823462e-1
95,GO:0043934,sporulation,1,8,26,1307,1.48864381e-1,2.13992547e-1
95,GO:0043543,protein acylation,1,8,34,1307,1.90581612e-1,2.57845710e-1
95,GO:0031399,regulation of protein modification process,1,8,49,1307,2.64002035e-1,3.37335933e-1
95,GO:0003682,chromatin binding,1,8,57,1307,3.00722626e-1,3.64032652e-1
95,GO:0006366,transcription from RNA polymerase II promoter,2,8,205,1307,3.64591197e-1,4.19279877e-1
95,GO:0006397,mRNA processing,1,8,100,1307,4.71944532e-1,5.16891631e-1
95,GO:0003723,RNA binding,1,8,165,1307,6.61331872e-1,6.91392412e-1
95,GO:0005737,cytoplasm,1,8,867,1307,9.99841896e-1,9.99841896e-1
96,GO:0016779,nucleotidyltransferase activity,10,10,41,1307,2.89494553e-16,3.47393463e-15
96,GO:0006360,transcription from RNA polymerase I promoter,10,10,45,1307,8.23782293e-16,4.94269376e-15
96,GO:0005730,nucleolus,10,10,109,1307,1.10091692e-11,4.40366767e-11
96,GO:0016740,transferase activity,10,10,215,1307,1.21436677e-8,3.29058699e-8
96,GO:0006383,transcription from RNA polymerase III promoter,6,10,29,1307,1.37107791e-8,3.29058699e-8
96,GO:0005634,nucleus,10,10,719,1307,2.46729159e-3,4.93458319e-3
96,GO:0006366,transcription from RNA polymerase II promoter,5,10,205,1307,1.16329224e-2,1.99421528e-2
96,GO:0032196,transposition,1,10,11,1307,8.13150437e-2,1.21972566e-1
96,GO:0006353,"DNA-templated transcription, termination",1,10,23,1307,1.63193202e-1,2.17590936e-1
96,GO:0008134,transcription factor binding,1,10,39,1307,2.62139128e-1,3.14566953e-1
96,GO:0003682,chromatin binding,1,10,57,1307,3.60767260e-1,3.93564284e-1
96,GO:0043167,ion binding,1,10,74,1307,4.42848918e-1,4.42848918e-1
97,GO:0005815,microtubule organizing center,6,6,36,1307,2.84585525e-10,5.69171050e-9
97,GO:0005856,cytoskeleton,6,6,89,1307,8.49036433e-8,8.49036433e-7
97,GO:0070271,protein complex biogenesis,6,6,120,1307,5.33690704e-7,2.66845352e-6
97,GO:0007010,cytoskeleton organization,6,6,120,1307,5.33690704e-7,2.66845352e-6
97,GO:0005198,structural molecule activity,6,6,131,1307,9.13116786e-7,3.65246714e-6
97,GO:0048285,organelle fission,5,6,124,1307,3.95683264e-5,1.31894421e-4
97,GO:0000278,mitotic cell cycle,5,6,135,1307,6.04654771e-5,1.72758506e-4
97,GO:0007059,chromosome segregation,2,6,80,1307,4.72558635e-2,1.18139659e-1
97,GO:0002181,cytoplasmic translation,1,6,17,1307,7.56874148e-2,1.68194255e-1
97,GO:0005737,cytoplasm,6,6,867,1307,8.47076500e-2,1.69415300e-1
97,GO:0006997,nucleus organization,1,6,29,1307,1.26187658e-1,2.25445479e-1
97,GO:0008092,cytoskeletal protein binding,1,6,33,1307,1.42501105e-1,2.25445479e-1
97,GO:0006417,regulation of translation,1,6,34,1307,1.46539561e-1,2.25445479e-1
97,GO:0048284,organelle fusion,1,6,39,1307,1.66494909e-1,2.37849871e-1
97,GO:0000746,conjugation,1,6,44,1307,1.86059908e-1,2.48079878e-1
97,GO:0005938,cell cortex,1,6,56,1307,2.31459825e-1,2.89324782e-1
97,GO:0033043,regulation of organelle organization,1,6,108,1307,4.04596620e-1,4.59442061e-1
97,GO:0051726,regulation of cell cycle,1,6,111,1307,4.13497855e-1,4.59442061e-1
97,GO:0005694,chromosome,1,6,167,1307,5.60414633e-1,5.89910140e-1
97,GO:0005634,nucleus,2,6,719,1307,9.31332760e-1,9.31332760e-1
98,GO:0043543,protein acylation,6,6,34,1307,1.96499529e-10,4.71598870e-9
98,GO:0016570,histone modification,6,6,59,1307,6.58320031e-9,7.18547289e-8
98,GO:0018193,peptidyl-amino acid modification,6,6,62,1307,8.98184111e-9,7.18547289e-8
98,GO:0006325,chromatin organization,6,6,145,1307,1.69839912e-6,1.01903947e-5
98,GO:0000988,"transcription factor activity, protein binding",4,6,64,1307,7.30534954e-5,3.50656778e-4
98,GO:0005634,nucleus,6,6,719,1307,2.74553825e-2,1.09821530e-1
98,GO:0006366,transcription from RNA polymerase II promoter,3,6,205,1307,5.27940445e-2,1.79358690e-1
98,GO:0016740,transferase activity,3,6,215,1307,5.97862300e-2,1.79358690e-1
98,GO:0042393,histone binding,1,6,24,1307,1.05432921e-1,2.81154456e-1
98,GO:0008289,lipid binding,1,6,40,1307,1.70438940e-1,3.78905889e-1
98,GO:0000746,conjugation,1,6,44,1307,1.86059908e-1,3.78905889e-1
98,GO:0006354,"DNA-templated transcription, elongation",1,6,46,1307,1.93777986e-1,3.78905889e-1
98,GO:0031399,regulation of protein modification process,1,6,49,1307,2.05240690e-1,3.78905889e-1
98,GO:0003682,chromatin binding,1,6,57,1307,2.35145869e-1,4.03107205e-1
98,GO:0043167,ion binding,1,6,74,1307,2.95590944e-1,4.68886781e-1
98,GO:0008380,RNA splicing,1,6,79,1307,3.12591187e-1,4.68886781e-1
98,GO:0023052,signaling,1,6,85,1307,3.32538830e-1,4.69466584e-1
98,GO:0042221,response to chemical,1,6,95,1307,3.64712411e-1,4.80388963e-1
98,GO:0006397,mRNA processing,1,6,100,1307,3.80307929e-1,4.80388963e-1
98,GO:0070271,protein complex biogenesis,1,6,120,1307,4.39538978e-1,5.27446774e-1
98,GO:0005198,structural molecule activity,1,6,131,1307,4.70051659e-1,5.37201896e-1
98,GO:0005694,chromosome,1,6,167,1307,5.60414633e-1,6.11361417e-1
98,GO:0005739,mitochondrion,1,6,201,1307,6.33588887e-1,6.61136230e-1
98,GO:0005737,cytoplasm,2,6,867,1307,9.81560676e-1,9.81560676e-1
99,GO:0061025,membrane fusion,5,5,35,1307,1.02925098e-8,1.91671918e-7
99,GO:0048284,organelle fusion,5,5,39,1307,1.82544684e-8,1.91671918e-7
99,GO:0016050,vesicle organization,5,5,48,1307,5.42888740e-8,3.80022118e-7
99,GO:0006887,exocytosis,4,5,21,1307,2.44670598e-7,1.28452064e-6
99,GO:0005886,plasma membrane,4,5,70,1307,3.63436935e-5,1.52643513e-4
99,GO:0005933,cellular bud,4,5,87,1307,8.72697795e-5,3.05444228e-4
99,GO:0016020,membrane,5,5,394,1307,2.44548453e-3,7.33645360e-3
99,GO:0030427,site of polarized growth,3,5,103,1307,4.23223671e-3,1.11096214e-2
99,GO:0006897,endocytosis,2,5,38,1307,7.79158449e-3,1.81803638e-2
99,GO:0005794,Golgi apparatus,2,5,75,1307,2.90251207e-2,6.09527535e-2
99,GO:0048193,Golgi vesicle transport,2,5,95,1307,4.52464831e-2,8.07376556e-2
99,GO:0031410,cytoplasmic vesicle,2,5,96,1307,4.61358032e-2,8.07376556e-2
99,GO:0043934,sporulation,1,5,26,1307,9.57258592e-2,1.54634080e-1
99,GO:0051049,regulation of transport,1,5,32,1307,1.16738308e-1,1.75107462e-1
99,GO:0008289,lipid binding,1,5,40,1307,1.44145404e-1,2.01803565e-1
99,GO:0043167,ion binding,1,5,74,1307,2.53142841e-1,3.18442712e-1
99,GO:0005773,vacuole,1,5,80,1307,2.71167529e-1,3.18442712e-1
99,GO:0012505,endomembrane system,2,5,268,1307,2.72950896e-1,3.18442712e-1
99,GO:0051321,meiotic cell cycle,1,5,90,1307,3.00434094e-1,3.32058736e-1
99,GO:0033043,regulation of organelle organization,1,5,108,1307,3.50741038e-1,3.68278090e-1
99,GO:0005737,cytoplasm,4,5,867,1307,4.54111555e-1,4.54111555e-1
100,GO:0008134,transcription factor binding,5,7,39,1307,3.66841014e-7,8.43734333e-6
100,GO:0006366,transcription from RNA polymerase II promoter,7,7,205,1307,2.13978925e-6,2.46075764e-5
100,GO:0000988,"transcription factor activity, protein binding",5,7,64,1307,4.70039018e-6,3.60363247e-5
100,GO:0006352,"DNA-templated transcription, initiation",4,7,51,1307,6.61930507e-5,3.80610041e-4
100,GO:0003677,DNA binding,5,7,141,1307,2.39946183e-4,1.10375244e-3
100,GO:0005634,nucleus,7,7,719,1307,1.50466470e-2,5.76788134e-2
100,GO:0001071,nucleic acid binding transcription factor activity,2,7,52,1307,2.86879241e-2,9.42603220e-2
100,GO:0042594,response to starvation,1,7,8,1307,4.21625205e-2,1.21217246e-1
100,GO:0032196,transposition,1,7,11,1307,5.75757052e-2,1.47137913e-1
100,GO:0032182,ubiquitin-like protein binding,1,7,14,1307,7.27758078e-2,1.67384358e-1
100,GO:0030674,"protein binding, bridging",1,7,24,1307,1.21935311e-1,2.54955651e-1
100,GO:0006383,transcription from RNA polymerase III promoter,1,7,29,1307,1.45665412e-1,2.79192040e-1
100,GO:0019899,enzyme binding,1,7,38,1307,1.86996188e-1,3.30839409e-1
100,GO:0006360,transcription from RNA polymerase I promoter,1,7,45,1307,2.17946056e-1,3.58054234e-1
100,GO:0003682,chromatin binding,1,7,57,1307,2.68656004e-1,4.11939207e-1
100,GO:0051603,proteolysis involved in cellular protein catabolic process,1,7,83,1307,3.68946754e-1,5.30360958e-1
100,GO:0042221,response to chemical,1,7,95,1307,4.11101589e-1,5.56196268e-1
100,GO:0005730,nucleolus,1,7,109,1307,4.57210403e-1,5.84213293e-1
100,GO:0005198,structural molecule activity,1,7,131,1307,5.23413099e-1,6.33605330e-1
100,GO:0006325,chromatin organization,1,7,145,1307,5.61832702e-1,6.46107607e-1
100,GO:0016787,hydrolase activity,1,7,194,1307,6.76170542e-1,7.21570779e-1
100,GO:0005739,mitochondrion,1,7,201,1307,6.90198137e-1,7.21570779e-1
100,GO:0005737,cytoplasm,2,7,867,1307,9.92887493e-1,9.92887493e-1
101,GO:0015931,nucleobase-containing compound transport,4,4,57,1307,3.26371678e-6,6.85380524e-5
101,GO:0051169,nuclear transport,4,4,85,1307,1.67295126e-5,1.75659883e-4
101,GO:0003723,RNA binding,3,4,165,1307,7.18240135e-3,5.02768095e-2
101,GO:0000054,ribosomal subunit export from nucleus,1,4,28,1307,8.30701685e-2,3.30751419e-1
101,GO:0005634,nucleus,4,4,719,1307,9.12386068e-2,3.30751419e-1
101,GO:0008565,protein transporter activity,1,4,32,1307,9.45004055e-2,3.30751419e-1
101,GO:0031399,regulation of protein modification process,1,4,49,1307,1.41891080e-1,3.91023919e-1
101,GO:0018193,peptidyl-amino acid modification,1,4,62,1307,1.76856433e-1,3.91023919e-1
101,GO:0003729,mRNA binding,1,4,70,1307,1.97835534e-1,3.91023919e-1
101,GO:0070647,protein modification by small protein conjugation or removal,1,4,71,1307,2.00429436e-1,3.91023919e-1
101,GO:0030234,enzyme regulator activity,1,4,76,1307,2.13304716e-1,3.91023919e-1
101,GO:0033043,regulation of organelle organization,1,4,108,1307,2.92063240e-1,3.91023919e-1
101,GO:0006281,DNA repair,1,4,110,1307,2.96780841e-1,3.91023919e-1
101,GO:0051726,regulation of cell cycle,1,4,111,1307,2.99130780e-1,3.91023919e-1
101,GO:0048285,organelle fission,1,4,124,1307,3.29147166e-1,3.91023919e-1
101,GO:0006605,protein targeting,1,4,130,1307,3.42670867e-1,3.91023919e-1
101,GO:0006974,cellular response to DNA damage stimulus,1,4,132,1307,3.47132996e-1,3.91023919e-1
101,GO:0016020,membrane,2,4,394,1307,3.50800391e-1,3.91023919e-1
101,GO:0000278,mitotic cell cycle,1,4,135,1307,3.53783546e-1,3.91023919e-1
101,GO:0012505,endomembrane system,1,4,268,1307,6.01117902e-1,6.31173797e-1
101,GO:0005737,cytoplasm,2,4,867,1307,8.86262029e-1,8.86262029e-1
102,GO:0006325,chromatin organization,10,11,145,1307,2.11987528e-9,7.41956347e-8
102,GO:0005694,chromosome,10,11,167,1307,8.92995816e-9,1.56274268e-7
102,GO:0006360,transcription from RNA polymerase I promoter,6,11,45,1307,4.82690583e-7,5.63139013e-6
102,GO:0006366,transcription from RNA polymerase II promoter,8,11,205,1307,3.48482070e-5,3.04921811e-4
102,GO:0001403,invasive growth in response to glucose limitation,4,11,30,1307,6.67627535e-5,4.45200869e-4
102,GO:0009408,response to heat,4,11,31,1307,7.63201489e-5,4.45200869e-4
102,GO:0006260,DNA replication,5,11,71,1307,1.47262704e-4,7.36313522e-4
102,GO:0051052,regulation of DNA metabolic process,4,11,50,1307,5.14013847e-4,2.24881058e-3
102,GO:0016570,histone modification,4,11,59,1307,9.76312825e-4,3.79677210e-3
102,GO:0005634,nucleus,11,11,719,1307,1.34873534e-3,4.72057370e-3
102,GO:0000988,"transcription factor activity, protein binding",3,11,64,1307,1.39414581e-2,4.43591849e-2
102,GO:0042393,histone binding,2,11,24,1307,1.60716023e-2,4.68755068e-2
102,GO:0051321,meiotic cell cycle,3,11,90,1307,3.47812433e-2,9.36418089e-2
102,GO:0006354,"DNA-templated transcription, elongation",2,11,46,1307,5.44628266e-2,1.36157066e-1
102,GO:0016787,hydrolase activity,4,11,194,1307,6.64091748e-2,1.54954741e-1
102,GO:0006974,cellular response to DNA damage stimulus,3,11,132,1307,9.08716402e-2,1.95673824e-1
102,GO:0006310,DNA recombination,2,11,63,1307,9.50415717e-2,1.95673824e-1
102,GO:0006383,transcription from RNA polymerase III promoter,1,11,29,1307,2.19467548e-1,3.79355677e-1
102,GO:0006997,nucleus organization,1,11,29,1307,2.19467548e-1,3.79355677e-1
102,GO:0033043,regulation of organelle organization,2,11,108,1307,2.28792169e-1,3.79355677e-1
102,GO:0006281,DNA repair,2,11,110,1307,2.35226946e-1,3.79355677e-1
102,GO:0051726,regulation of cell cycle,2,11,111,1307,2.38452140e-1,3.79355677e-1
102,GO:0048285,organelle fission,2,11,124,1307,2.80722126e-1,4.14642309e-1
102,GO:0008134,transcription factor binding,1,11,39,1307,2.84326155e-1,4.14642309e-1
102,GO:0000746,conjugation,1,11,44,1307,3.14882245e-1,4.26344854e-1
102,GO:0000278,mitotic cell cycle,2,11,135,1307,3.16713320e-1,4.26344854e-1
102,GO:0016301,kinase activity,1,11,50,1307,3.49981611e-1,4.53679866e-1
102,GO:0003682,chromatin binding,1,11,57,1307,3.88859987e-1,4.86074983e-1
102,GO:0018193,peptidyl-amino acid modification,1,11,62,1307,4.15322655e-1,5.01251481e-1
102,GO:0006468,protein phosphorylation,1,11,79,1307,4.97694051e-1,5.80643060e-1
102,GO:0005730,nucleolus,1,11,109,1307,6.17773000e-1,6.97485646e-1
102,GO:0003677,DNA binding,1,11,141,1307,7.16580348e-1,7.83759756e-1
102,GO:0003674,molecular_function,1,11,202,1307,8.43471631e-1,8.88032031e-1
102,GO:0016740,transferase activity,1,11,215,1307,8.62659687e-1,8.88032031e-1
102,GO:0005737,cytoplasm,3,11,867,1307,9.98576091e-1,9.98576091e-1
103,GO:0005740,mitochondrial envelope,5,5,58,1307,1.45276725e-7,2.61498106e-6
103,GO:0007005,mitochondrion organization,5,5,104,1307,2.91568650e-6,2.62411785e-5
103,GO:0006457,protein folding,3,5,20,1307,3.01087351e-5,1.54299773e-4
103,GO:0055085,transmembrane transport,4,5,69,1307,3.42888384e-5,1.54299773e-4
103,GO:0005739,mitochondrion,5,5,201,1307,8.24440395e-5,2.96798542e-4
103,GO:0006605,protein targeting,4,5,130,1307,4.32954440e-4,1.29886332e-3
103,GO:0030234,enzyme regulator activity,3,5,76,1307,1.73806065e-3,4.46929881e-3
103,GO:0016020,membrane,5,5,394,1307,2.44548453e-3,5.50234020e-3
103,GO:0051082,unfolded protein binding,1,5,20,1307,7.43153973e-2,1.48630795e-1
103,GO:0030674,"protein binding, bridging",1,5,24,1307,8.86335391e-2,1.59540370e-1
103,GO:0009408,response to heat,1,5,31,1307,1.13263636e-1,1.75107462e-1
103,GO:0008565,protein transporter activity,1,5,32,1307,1.16738308e-1,1.75107462e-1
103,GO:0005737,cytoplasm,5,5,867,1307,1.27945894e-1,1.77155853e-1
103,GO:0051052,regulation of DNA metabolic process,1,5,50,1307,1.77443067e-1,2.28141086e-1
103,GO:0022857,transmembrane transporter activity,1,5,62,1307,2.16023663e-1,2.59228396e-1
103,GO:0051603,proteolysis involved in cellular protein catabolic process,1,5,83,1307,2.80048415e-1,3.15054467e-1
103,GO:0016887,ATPase activity,1,5,101,1307,3.31533491e-1,3.51035461e-1
103,GO:0016787,hydrolase activity,1,5,194,1307,5.52784083e-1,5.52784083e-1
104,GO:0016757,"transferase activity, transferring glycosyl groups",4,4,19,1307,3.20249266e-8,3.84299119e-7
104,GO:0006486,protein glycosylation,3,4,15,1307,4.86839199e-6,2.92103519e-5
104,GO:0005794,Golgi apparatus,4,4,75,1307,1.00424915e-5,4.01699659e-5
104,GO:0016740,transferase activity,4,4,215,1307,7.15254881e-4,2.14576464e-3
104,GO:0012505,endomembrane system,4,4,268,1307,1.73646766e-3,4.16752237e-3
104,GO:0071554,cell wall organization or biogenesis,2,4,43,1307,6.08532666e-3,1.21706533e-2
104,GO:0016020,membrane,4,4,394,1307,8.17042653e-3,1.40064455e-2
104,GO:0005783,endoplasmic reticulum,2,4,122,1307,4.57450951e-2,6.86176426e-2
104,GO:0005975,carbohydrate metabolic process,1,4,35,1307,1.03002697e-1,1.33733967e-1
104,GO:0000910,cytokinesis,1,4,38,1307,1.11444972e-1,1.33733967e-1
104,GO:0005737,cytoplasm,4,4,867,1307,1.93179026e-1,2.10740756e-1
104,GO:0000278,mitotic cell cycle,1,4,135,1307,3.53783546e-1,3.53783546e-1
105,GO:0006354,"DNA-templated transcription, elongation",7,8,46,1307,3.27780044e-10,8.85006120e-9
105,GO:0006401,RNA catabolic process,7,8,54,1307,1.07854967e-9,1.45604206e-8
105,GO:0006366,transcription from RNA polymerase II promoter,8,8,205,1307,3.25906363e-7,2.93315726e-6
105,GO:0070647,protein modification by small protein conjugation or removal,4,8,71,1307,4.75186987e-4,3.20751216e-3
105,GO:0016740,transferase activity,5,8,215,1307,4.21408856e-3,2.27560782e-2
105,GO:0004518,nuclease activity,2,8,21,1307,6.49852629e-3,2.92433683e-2
105,GO:0051726,regulation of cell cycle,3,8,111,1307,2.43424290e-2,9.20301731e-2
105,GO:0000746,conjugation,2,8,44,1307,2.72681994e-2,9.20301731e-2
105,GO:0005737,cytoplasm,8,8,867,1307,3.70854529e-2,1.11256359e-1
105,GO:0042221,response to chemical,2,8,95,1307,1.09857402e-1,2.96614986e-1
105,GO:0007124,pseudohyphal growth,1,8,22,1307,1.27309167e-1,3.12486136e-1
105,GO:0008134,transcription factor binding,1,8,39,1307,2.15736417e-1,4.77618288e-1
105,GO:0051052,regulation of DNA metabolic process,1,8,50,1307,2.68682467e-1,4.77618288e-1
105,GO:0006352,"DNA-templated transcription, initiation",1,8,51,1307,2.73336835e-1,4.77618288e-1
105,GO:0001071,nucleic acid binding transcription factor activity,1,8,52,1307,2.77965263e-1,4.77618288e-1
105,GO:0070925,organelle assembly,1,8,55,1307,2.91696144e-1,4.77618288e-1
105,GO:0003682,chromatin binding,1,8,57,1307,3.00722626e-1,4.77618288e-1
105,GO:0016787,hydrolase activity,2,8,194,1307,3.37893309e-1,5.06839963e-1
105,GO:0006260,DNA replication,1,8,71,1307,3.61138814e-1,5.13197262e-1
105,GO:0030234,enzyme regulator activity,1,8,76,1307,3.81580697e-1,5.15133941e-1
105,GO:0051603,proteolysis involved in cellular protein catabolic process,1,8,83,1307,4.09237076e-1,5.26161955e-1
105,GO:0030427,site of polarized growth,1,8,103,1307,4.82383549e-1,5.86229846e-1
105,GO:0033043,regulation of organelle organization,1,8,108,1307,4.99380980e-1,5.86229846e-1
105,GO:0005198,structural molecule activity,1,8,131,1307,5.71438394e-1,6.22891294e-1
105,GO:0000278,mitotic cell cycle,1,8,135,1307,5.82996080e-1,6.22891294e-1
105,GO:0003677,DNA binding,1,8,141,1307,5.99821246e-1,6.22891294e-1
